Date,Product_Category,Region,Units_Sold,Revenue
2021-05-17,Beauty,Europe,98.0,28402.5061603622
2021-05-17,Beauty,Asia Pacific,88.0,8976.734120455714
2021-05-17,Beauty,Latin America,122.0,22761.303346637946
2021-05-17,Beauty,Middle East,,
2021-05-18,Electronics,North America,120.0,44372.847017813365
2021-05-18,Electronics,Europe,83.0,20075.653390443196
2021-05-18,Electronics,Asia Pacific,65.0,3148.736883578567
2021-05-18,Electronics,Latin America,97.0,5992.192285643448
2021-05-18,Electronics,Middle East,85.0,18815.080484081438
2021-05-18,Clothing,North America,101.0,33783.21117169803
2021-05-18,Clothing,Europe,94.0,46867.87059887066
2021-05-18,Clothing,Asia Pacific,120.0,22788.790031032615
2021-05-18,Clothing,Latin America,78.0,12229.83350675978
2021-05-18,Clothing,Middle East,114.0,44724.60733959218
2021-05-18,Home & Garden,North America,178.0,55788.59148370612
2021-05-18,Home & Garden,Europe,166.0,28279.39882279512
2021-05-18,Home & Garden,Asia Pacific,177.0,10015.976991028587
2021-05-18,Home & Garden,Latin America,115.0,52706.82213863413
2021-05-18,Home & Garden,Middle East,90.0,14157.952039639076
2021-05-18,Sports,North America,,
2021-05-18,Sports,Europe,123.0,56274.83843876409
2021-05-18,Sports,Asia Pacific,140.0,44295.443823591086
2021-05-18,Sports,Latin America,96.0,17660.814613301365
2021-05-18,Sports,Middle East,151.0,17590.983211488103
2021-05-18,Books,North America,68.0,24273.622927104563
2021-05-18,Books,Europe,90.0,41881.45713492603
2021-05-18,Books,Asia Pacific,99.0,24088.421903576404
2021-05-18,Books,Latin America,66.0,15710.659391004174
2021-05-18,Books,Middle East,71.0,8936.775588457054
2021-05-18,Beauty,North America,124.0,45497.85572605533
2021-05-18,Beauty,Europe,99.0,27215.61980688415
2021-05-18,Beauty,Asia Pacific,118.0,7569.519527652555
2021-05-18,Beauty,Latin America,120.0,10614.906312547228
2021-05-18,Beauty,Middle East,105.0,22446.739608341297
2021-05-19,Electronics,North America,103.0,47017.16335307757
2021-05-19,Electronics,Europe,91.0,16922.48340668509
2021-05-19,Electronics,Asia Pacific,78.0,30620.47006793002
2021-05-19,Electronics,Latin America,93.0,46487.39538221345
2021-05-19,Electronics,Middle East,70.0,26946.966966273154
2021-05-19,Clothing,North America,102.0,42206.489248134814
2021-05-19,Clothing,Europe,95.0,42619.225186023265
2021-05-19,Clothing,Asia Pacific,94.0,35638.162705680974
2021-05-19,Clothing,Latin America,129.0,27209.680802963423
2021-05-19,Clothing,Middle East,135.0,52076.95230121824
2021-05-19,Home & Garden,North America,178.0,29909.95523172775
2021-05-19,Home & Garden,Europe,104.0,12908.310312201229
2021-05-19,Home & Garden,Asia Pacific,126.0,62637.75003954526
2021-05-19,Home & Garden,Latin America,98.0,34923.132890649926
2021-05-19,Home & Garden,Middle East,180.0,41769.356105809995
2021-05-19,Sports,North America,147.0,49422.55078544795
2021-05-19,Sports,Europe,156.0,4056.0000279278315
2021-05-19,Sports,Asia Pacific,140.0,57336.53131801594
2021-05-19,Sports,Latin America,144.0,10275.035908997426
2021-05-19,Sports,Middle East,121.0,2397.243185417547
2021-05-19,Books,North America,93.0,23347.657150760577
2021-05-19,Books,Europe,110.0,42929.37132995652
2021-05-19,Books,Asia Pacific,98.0,17996.23883622372
2021-05-19,Books,Latin America,83.0,1852.5914647602258
2021-05-19,Books,Middle East,89.0,35053.51360626781
2021-05-19,Beauty,North America,76.0,18577.8955992964
2021-05-19,Beauty,Europe,140.0,4720.060836560044
2021-05-19,Beauty,Asia Pacific,149.0,48004.065589500584
2021-05-19,Beauty,Latin America,122.0,54548.37883294085
2021-05-19,Beauty,Middle East,104.0,18089.973711429368
2021-05-20,Electronics,North America,105.0,6074.98204114951
2021-05-20,Electronics,Europe,78.0,37568.730168012444
2021-05-20,Electronics,Asia Pacific,114.0,9570.522163236268
2021-05-20,Electronics,Latin America,112.0,38248.1382397485
2021-05-20,Electronics,Middle East,,
2021-05-20,Clothing,North America,138.0,23320.768681512636
2021-05-20,Clothing,Europe,107.0,46563.78923392997
2021-05-20,Clothing,Asia Pacific,103.0,28145.653632994727
2021-05-20,Clothing,Latin America,117.0,31061.404635193834
2021-05-20,Clothing,Middle East,90.0,17000.516863273315
2021-05-20,Home & Garden,North America,182.0,30531.143363129024
2021-05-20,Home & Garden,Europe,162.0,13475.020225895194
2021-05-20,Home & Garden,Asia Pacific,156.0,64635.39262247655
2021-05-20,Home & Garden,Latin America,179.0,38837.320730566615
2021-05-20,Home & Garden,Middle East,,
2021-05-20,Sports,North America,140.0,29421.87587128138
2021-05-20,Sports,Europe,100.0,5467.131552778176
2021-05-20,Sports,Asia Pacific,167.0,82272.6979607767
2021-05-20,Sports,Latin America,168.0,78173.56161669063
2021-05-20,Sports,Middle East,113.0,33289.03941958197
2021-05-20,Books,North America,96.0,2789.7297096080033
2021-05-20,Books,Europe,93.0,36958.77869597089
2021-05-20,Books,Asia Pacific,90.0,11673.715255775167
2021-05-20,Books,Latin America,75.0,33652.58655098836
2021-05-20,Books,Middle East,106.0,31690.02831783792
2021-05-20,Beauty,North America,115.0,23836.973602813643
2021-05-20,Beauty,Europe,103.0,33554.85694076855
2021-05-20,Beauty,Asia Pacific,,
2021-05-20,Beauty,Latin America,143.0,59067.28780556153
2021-05-20,Beauty,Middle East,121.0,49039.17696105851
2021-05-21,Electronics,North America,143.0,52893.81229767809
2021-05-21,Electronics,Europe,135.0,63966.87930392348
2021-05-21,Electronics,Asia Pacific,80.0,7304.624318674988
2021-05-21,Electronics,Latin America,117.0,36918.60430645129
2021-05-21,Electronics,Middle East,81.0,18469.23550587154
2021-05-21,Clothing,North America,89.0,24909.318765013857
2021-05-21,Clothing,Europe,83.0,21211.834307029578
2021-05-21,Clothing,Asia Pacific,103.0,43387.357212399445
2021-05-21,Clothing,Latin America,150.0,29228.75609169933
2021-05-21,Clothing,Middle East,134.0,51599.71790257819
2021-05-21,Home & Garden,North America,153.0,65914.18159554007
2021-05-21,Home & Garden,Europe,155.0,70600.5542401346
2021-05-21,Home & Garden,Asia Pacific,121.0,35485.46535198418
2021-05-21,Home & Garden,Latin America,179.0,16256.77317484665
2021-05-21,Home & Garden,Middle East,187.0,70678.81354314325
2021-05-21,Sports,North America,138.0,30338.138188682427
2021-05-21,Sports,Europe,130.0,49565.152748194494
2021-05-21,Sports,Asia Pacific,166.0,39933.13047270263
2021-05-21,Sports,Latin America,137.0,25998.818199491358
2021-05-21,Sports,Middle East,166.0,69382.12464858488
2021-05-21,Books,North America,90.0,20444.071317915696
2021-05-21,Books,Europe,142.0,67192.17711842635
2021-05-21,Books,Asia Pacific,138.0,18617.430887879174
2021-05-21,Books,Latin America,106.0,31442.028503450452
2021-05-21,Books,Middle East,102.0,42484.498562486326
2021-05-21,Beauty,North America,152.0,23758.248684634276
2021-05-21,Beauty,Europe,148.0,72195.35542508046
2021-05-21,Beauty,Asia Pacific,131.0,22851.581650880904
2021-05-21,Beauty,Latin America,119.0,51941.78672126058
2021-05-21,Beauty,Middle East,168.0,5861.0124529665945
2021-05-22,Electronics,North America,122.0,19089.210322320272
2021-05-22,Electronics,Europe,121.0,13890.05745310546
2021-05-22,Electronics,Asia Pacific,116.0,49248.56024232661
2021-05-22,Electronics,Latin America,133.0,42832.53792814013
2021-05-22,Electronics,Middle East,139.0,18858.346816758585
2021-05-22,Clothing,North America,102.0,30066.89330570432
2021-05-22,Clothing,Europe,127.0,2988.5754490128506
2021-05-22,Clothing,Asia Pacific,128.0,59460.937207681905
2021-05-22,Clothing,Latin America,183.0,10622.939585810578
2021-05-22,Clothing,Middle East,139.0,6467.929436526525
2021-05-22,Home & Garden,North America,218.0,66600.76133636535
2021-05-22,Home & Garden,Europe,177.0,7788.710292055782
2021-05-22,Home & Garden,Asia Pacific,208.0,65731.69536610306
2021-05-22,Home & Garden,Latin America,163.0,65858.24606317819
2021-05-22,Home & Garden,Middle East,179.0,16290.538538497096
2021-05-22,Sports,North America,209.0,83409.36556971814
2021-05-22,Sports,Europe,147.0,3725.771122941706
2021-05-22,Sports,Asia Pacific,,
2021-05-22,Sports,Latin America,188.0,2516.22889227543
2021-05-22,Sports,Middle East,237.0,67381.85445240473
2021-05-22,Books,North America,121.0,52375.15630572264
2021-05-22,Books,Europe,98.0,1913.8027751347574
2021-05-22,Books,Asia Pacific,151.0,16903.20979801227
2021-05-22,Books,Latin America,139.0,37456.30598847775
2021-05-22,Books,Middle East,173.0,76952.2808231703
2021-05-22,Beauty,North America,161.0,47134.22131378827
2021-05-22,Beauty,Europe,132.0,33352.48153459301
2021-05-22,Beauty,Asia Pacific,172.0,70182.89162622375
2021-05-22,Beauty,Latin America,,
2021-05-22,Beauty,Middle East,125.0,60954.43451342291
2021-05-23,Electronics,North America,111.0,36947.50113091801
2021-05-23,Electronics,Europe,125.0,55346.813573413645
2021-05-23,Electronics,Asia Pacific,105.0,51917.06055214438
2021-05-23,Electronics,Latin America,121.0,25186.288709568915
2021-05-23,Electronics,Middle East,113.0,44853.8956936544
2021-05-23,Clothing,North America,166.0,64956.5871572466
2021-05-23,Clothing,Europe,157.0,53864.485941440325
2021-05-23,Clothing,Asia Pacific,131.0,2890.558006168398
2021-05-23,Clothing,Latin America,116.0,24245.49519755898
2021-05-23,Clothing,Middle East,131.0,17487.689755816587
2021-05-23,Home & Garden,North America,154.0,23905.257404110806
2021-05-23,Home & Garden,Europe,217.0,23470.88106266219
2021-05-23,Home & Garden,Asia Pacific,207.0,43995.095896136016
2021-05-23,Home & Garden,Latin America,175.0,58470.86754897356
2021-05-23,Home & Garden,Middle East,154.0,67084.85092297335
2021-05-23,Sports,North America,137.0,10496.520094250773
2021-05-23,Sports,Europe,187.0,70852.78565455468
2021-05-23,Sports,Asia Pacific,203.0,31896.464937050514
2021-05-23,Sports,Latin America,164.0,67732.07071646715
2021-05-23,Sports,Middle East,210.0,21959.758211426928
2021-05-23,Books,North America,131.0,34938.82728420742
2021-05-23,Books,Europe,111.0,27591.60909199415
2021-05-23,Books,Asia Pacific,85.0,9187.544936877446
2021-05-23,Books,Latin America,94.0,32439.534372793787
2021-05-23,Books,Middle East,110.0,52289.76584820061
2021-05-23,Beauty,North America,151.0,65963.591006832
2021-05-23,Beauty,Europe,139.0,23871.36144825435
2021-05-23,Beauty,Asia Pacific,91.0,39142.05129602442
2021-05-23,Beauty,Latin America,144.0,57519.37411111359
2021-05-23,Beauty,Middle East,145.0,48557.33157366099
2021-05-24,Electronics,North America,87.0,31390.523761001343
2021-05-24,Electronics,Europe,64.0,21328.165471548233
2021-05-24,Electronics,Asia Pacific,110.0,40965.53071265052
2021-05-24,Electronics,Latin America,79.0,29457.690410066145
2021-05-24,Electronics,Middle East,76.0,18081.299544666246
2021-05-24,Clothing,North America,97.0,33145.05317385252
2021-05-24,Clothing,Europe,121.0,44841.04096233608
2021-05-24,Clothing,Asia Pacific,105.0,37202.45648335668
2021-05-24,Clothing,Latin America,79.0,11171.699808241872
2021-05-24,Clothing,Middle East,75.0,29060.083287101406
2021-05-24,Home & Garden,North America,95.0,39100.624986430754
2021-05-24,Home & Garden,Europe,104.0,29886.590737308812
2021-05-24,Home & Garden,Asia Pacific,118.0,17508.537255263742
2021-05-24,Home & Garden,Latin America,137.0,55392.00593951656
2021-05-24,Home & Garden,Middle East,146.0,16680.63470856828
2021-05-24,Sports,North America,100.0,25618.606401481902
2021-05-24,Sports,Europe,138.0,6379.692005430138
2021-05-24,Sports,Asia Pacific,121.0,8370.477406512791
2021-05-24,Sports,Latin America,122.0,15615.193009166263
2021-05-24,Sports,Middle East,130.0,42411.688938370906
2021-05-24,Books,North America,99.0,28368.72816301186
2021-05-24,Books,Europe,102.0,41508.14384462575
2021-05-24,Books,Asia Pacific,73.0,22440.00036313849
2021-05-24,Books,Latin America,87.0,6461.604573864256
2021-05-24,Books,Middle East,70.0,13867.122665048926
2021-05-24,Beauty,North America,85.0,25842.407605925982
2021-05-24,Beauty,Europe,102.0,42497.12910745712
2021-05-24,Beauty,Asia Pacific,78.0,23357.434732903293
2021-05-24,Beauty,Latin America,89.0,17286.69366256716
2021-05-24,Beauty,Middle East,89.0,19416.84692723325
2021-05-25,Electronics,North America,109.0,23508.393670112415
2021-05-25,Electronics,Europe,86.0,10152.675259001719
2021-05-25,Electronics,Asia Pacific,77.0,31873.634984928016
2021-05-25,Electronics,Latin America,106.0,11829.33965499582
2021-05-25,Electronics,Middle East,107.0,10397.700743424242
2021-05-25,Clothing,North America,96.0,27391.678879068622
2021-05-25,Clothing,Europe,80.0,1891.8545609774085
2021-05-25,Clothing,Asia Pacific,,
2021-05-25,Clothing,Latin America,96.0,13121.333366360917
2021-05-25,Clothing,Middle East,91.0,21011.828690046153
2021-05-25,Home & Garden,North America,142.0,16174.743578418473
2021-05-25,Home & Garden,Europe,128.0,22952.799504130973
2021-05-25,Home & Garden,Asia Pacific,103.0,25013.12361199722
2021-05-25,Home & Garden,Latin America,128.0,34771.77822033394
2021-05-25,Home & Garden,Middle East,158.0,61844.02830737433
2021-05-25,Sports,North America,135.0,23824.781245631795
2021-05-25,Sports,Europe,97.0,25372.82373383123
2021-05-25,Sports,Asia Pacific,93.0,25151.17876587582
2021-05-25,Sports,Latin America,110.0,24439.577808637947
2021-05-25,Sports,Middle East,108.0,40926.12515698523
2021-05-25,Books,North America,74.0,25449.33518781345
2021-05-25,Books,Europe,101.0,16389.385337086816
2021-05-25,Books,Asia Pacific,81.0,6534.866395477059
2021-05-25,Books,Latin America,91.0,45349.49346774772
2021-05-25,Books,Middle East,87.0,38303.01955470163
2021-05-25,Beauty,North America,82.0,13234.808417607646
2021-05-25,Beauty,Europe,114.0,20856.142174991888
2021-05-25,Beauty,Asia Pacific,132.0,35282.59402139707
2021-05-25,Beauty,Latin America,101.0,33674.96134655816
2021-05-25,Beauty,Middle East,109.0,46938.670410887746
2021-05-26,Electronics,North America,118.0,5497.478514106516
2021-05-26,Electronics,Europe,60.0,19795.48943783254
2021-05-26,Electronics,Asia Pacific,86.0,33495.540331261705
2021-05-26,Electronics,Latin America,76.0,2822.0302733690082
2021-05-26,Electronics,Middle East,70.0,13742.9046827194
2021-05-26,Clothing,North America,109.0,34594.95538602669
2021-05-26,Clothing,Europe,145.0,67158.2936561412
2021-05-26,Clothing,Asia Pacific,116.0,27992.368837485876
2021-05-26,Clothing,Latin America,127.0,6401.473994690006
2021-05-26,Clothing,Middle East,101.0,31361.789891698245
2021-05-26,Home & Garden,North America,121.0,10248.946594135628
2021-05-26,Home & Garden,Europe,139.0,11858.584670586282
2021-05-26,Home & Garden,Asia Pacific,,
2021-05-26,Home & Garden,Latin America,179.0,53656.164450446726
2021-05-26,Home & Garden,Middle East,132.0,27565.60189168507
2021-05-26,Sports,North America,160.0,35569.81662416823
2021-05-26,Sports,Europe,162.0,47678.96957218385
2021-05-26,Sports,Asia Pacific,130.0,55014.98481933326
2021-05-26,Sports,Latin America,146.0,27997.99666661591
2021-05-26,Sports,Middle East,177.0,4555.258251801416
2021-05-26,Books,North America,123.0,44660.94220026064
2021-05-26,Books,Europe,61.0,4569.161707224602
2021-05-26,Books,Asia Pacific,75.0,18739.4614526986
2021-05-26,Books,Latin America,88.0,10990.098710003867
2021-05-26,Books,Middle East,80.0,26660.138124259993
2021-05-26,Beauty,North America,103.0,20807.616974881606
2021-05-26,Beauty,Europe,97.0,16663.162195814966
2021-05-26,Beauty,Asia Pacific,126.0,38981.36671863222
2021-05-26,Beauty,Latin America,104.0,35789.507199266925
2021-05-26,Beauty,Middle East,120.0,46229.77299673101
2021-05-27,Electronics,North America,72.0,27094.392582626373
2021-05-27,Electronics,Europe,93.0,27547.287229795347
2021-05-27,Electronics,Asia Pacific,112.0,1674.981207339601
2021-05-27,Electronics,Latin America,126.0,33830.51588751051
2021-05-27,Electronics,Middle East,124.0,51534.74361918194
2021-05-27,Clothing,North America,82.0,21119.714891253767
2021-05-27,Clothing,Europe,106.0,28246.797907601816
2021-05-27,Clothing,Asia Pacific,119.0,26509.757869503286
2021-05-27,Clothing,Latin America,101.0,47529.569033632855
2021-05-27,Clothing,Middle East,,
2021-05-27,Home & Garden,North America,155.0,49990.65573131611
2021-05-27,Home & Garden,Europe,136.0,2985.3137111280494
2021-05-27,Home & Garden,Asia Pacific,209.0,57158.78150840723
2021-05-27,Home & Garden,Latin America,180.0,22308.357900353778
2021-05-27,Home & Garden,Middle East,140.0,45685.25622934069
2021-05-27,Sports,North America,125.0,23589.712510415386
2021-05-27,Sports,Europe,120.0,5600.010910519987
2021-05-27,Sports,Asia Pacific,140.0,30423.913159418807
2021-05-27,Sports,Latin America,187.0,59786.12362405594
2021-05-27,Sports,Middle East,135.0,45947.811828504746
2021-05-27,Books,North America,75.0,5862.402280697656
2021-05-27,Books,Europe,117.0,43482.71225185823
2021-05-27,Books,Asia Pacific,72.0,21268.842214640426
2021-05-27,Books,Latin America,,
2021-05-27,Books,Middle East,92.0,25738.900168034863
2021-05-27,Beauty,North America,123.0,21634.285168214523
2021-05-27,Beauty,Europe,113.0,46761.63274408993
2021-05-27,Beauty,Asia Pacific,108.0,15403.633997572197
2021-05-27,Beauty,Latin America,130.0,35181.947980218254
2021-05-27,Beauty,Middle East,81.0,28909.218196165053
2021-05-28,Electronics,North America,90.0,26149.682246666824
2021-05-28,Electronics,Europe,135.0,9796.3918547721
2021-05-28,Electronics,Asia Pacific,117.0,40077.04759021311
2021-05-28,Electronics,Latin America,106.0,42086.47068675763
2021-05-28,Electronics,Middle East,103.0,24332.69667975809
2021-05-28,Clothing,North America,114.0,49120.16179858329
2021-05-28,Clothing,Europe,109.0,49732.77399433635
2021-05-28,Clothing,Asia Pacific,127.0,45606.76442854441
2021-05-28,Clothing,Latin America,106.0,3906.254652879376
2021-05-28,Clothing,Middle East,115.0,27740.03461546368
2021-05-28,Home & Garden,North America,167.0,58875.6512752942
2021-05-28,Home & Garden,Europe,113.0,44761.25600081809
2021-05-28,Home & Garden,Asia Pacific,,
2021-05-28,Home & Garden,Latin America,210.0,101740.15867849032
2021-05-28,Home & Garden,Middle East,115.0,20877.17432020771
2021-05-28,Sports,North America,165.0,78236.21829921233
2021-05-28,Sports,Europe,129.0,48353.571547338026
2021-05-28,Sports,Asia Pacific,141.0,37417.45259225812
2021-05-28,Sports,Latin America,196.0,16051.12325723332
2021-05-28,Sports,Middle East,131.0,12838.348362463701
2021-05-28,Books,North America,110.0,19402.701967388894
2021-05-28,Books,Europe,93.0,33124.66390703939
2021-05-28,Books,Asia Pacific,,
2021-05-28,Books,Latin America,142.0,54521.995974272744
2021-05-28,Books,Middle East,140.0,46241.96209924651
2021-05-28,Beauty,North America,125.0,34958.63903280389
2021-05-28,Beauty,Europe,108.0,14542.114817427728
2021-05-28,Beauty,Asia Pacific,119.0,48513.075902776676
2021-05-28,Beauty,Latin America,153.0,56953.48375145791
2021-05-28,Beauty,Middle East,96.0,6521.803404729209
2021-05-29,Electronics,North America,,
2021-05-29,Electronics,Europe,126.0,3737.075509656396
2021-05-29,Electronics,Asia Pacific,,
2021-05-29,Electronics,Latin America,145.0,69350.68338260586
2021-05-29,Electronics,Middle East,138.0,57500.84013030827
2021-05-29,Clothing,North America,,
2021-05-29,Clothing,Europe,126.0,59944.073103669245
2021-05-29,Clothing,Asia Pacific,112.0,12558.215871415805
2021-05-29,Clothing,Latin America,136.0,15092.65714377447
2021-05-29,Clothing,Middle East,163.0,51414.70969416024
2021-05-29,Home & Garden,North America,205.0,8766.922767249449
2021-05-29,Home & Garden,Europe,168.0,43377.75362965651
2021-05-29,Home & Garden,Asia Pacific,156.0,23446.579307824122
2021-05-29,Home & Garden,Latin America,,
2021-05-29,Home & Garden,Middle East,,
2021-05-29,Sports,North America,221.0,7863.246014070155
2021-05-29,Sports,Europe,186.0,63697.66234608982
2021-05-29,Sports,Asia Pacific,147.0,2399.18710765033
2021-05-29,Sports,Latin America,,
2021-05-29,Sports,Middle East,175.0,7296.622701637462
2021-05-29,Books,North America,145.0,19771.738228767947
2021-05-29,Books,Europe,,
2021-05-29,Books,Asia Pacific,124.0,32428.96342211379
2021-05-29,Books,Latin America,126.0,38252.21552366635
2021-05-29,Books,Middle East,126.0,52668.79932741417
2021-05-29,Beauty,North America,148.0,15472.304865280308
2021-05-29,Beauty,Europe,147.0,13428.398893965317
2021-05-29,Beauty,Asia Pacific,146.0,44583.74816160496
2021-05-29,Beauty,Latin America,,
2021-05-29,Beauty,Middle East,158.0,1849.9758108724814
2021-05-30,Electronics,North America,117.0,11879.14247856097
2021-05-30,Electronics,Europe,139.0,37926.113119793314
2021-05-30,Electronics,Asia Pacific,121.0,53897.87768937524
2021-05-30,Electronics,Latin America,100.0,43292.5763296114
2021-05-30,Electronics,Middle East,143.0,58292.56765806449
2021-05-30,Clothing,North America,113.0,28155.030636013296
2021-05-30,Clothing,Europe,152.0,38955.28267397302
2021-05-30,Clothing,Asia Pacific,130.0,30140.267422789984
2021-05-30,Clothing,Latin America,,
2021-05-30,Clothing,Middle East,142.0,56446.833509867814
2021-05-30,Home & Garden,North America,228.0,35693.812012654955
2021-05-30,Home & Garden,Europe,127.0,32136.964471963496
2021-05-30,Home & Garden,Asia Pacific,212.0,26567.117724482174
2021-05-30,Home & Garden,Latin America,167.0,55413.89371385287
2021-05-30,Home & Garden,Middle East,211.0,51592.52428227865
2021-05-30,Sports,North America,149.0,51962.38210409816
2021-05-30,Sports,Europe,149.0,26086.034075348118
2021-05-30,Sports,Asia Pacific,192.0,53954.75460803702
2021-05-30,Sports,Latin America,156.0,7390.642046595677
2021-05-30,Sports,Middle East,156.0,70608.24466350394
2021-05-30,Books,North America,91.0,44528.67330481296
2021-05-30,Books,Europe,158.0,20211.702900954027
2021-05-30,Books,Asia Pacific,138.0,56607.438309692865
2021-05-30,Books,Latin America,109.0,53022.04263167811
2021-05-30,Books,Middle East,113.0,3046.3924200856677
2021-05-30,Beauty,North America,116.0,1565.4947171536694
2021-05-30,Beauty,Europe,136.0,40778.271454215916
2021-05-30,Beauty,Asia Pacific,119.0,43410.84234902491
2021-05-30,Beauty,Latin America,157.0,60747.88642784254
2021-05-30,Beauty,Middle East,117.0,27207.25208896908
2021-05-31,Electronics,North America,81.0,29775.343001754914
2021-05-31,Electronics,Europe,95.0,14916.219574891305
2021-05-31,Electronics,Asia Pacific,85.0,31340.670714993295
2021-05-31,Electronics,Latin America,89.0,5439.101389230859
2021-05-31,Electronics,Middle East,86.0,8604.920773602607
2021-05-31,Clothing,North America,108.0,19224.57742391801
2021-05-31,Clothing,Europe,129.0,37444.70836224782
2021-05-31,Clothing,Asia Pacific,75.0,25641.269850950204
2021-05-31,Clothing,Latin America,100.0,29683.634428791247
2021-05-31,Clothing,Middle East,100.0,9790.984028009665
2021-05-31,Home & Garden,North America,165.0,69601.77449570787
2021-05-31,Home & Garden,Europe,141.0,25414.910008525738
2021-05-31,Home & Garden,Asia Pacific,181.0,67534.07145675058
2021-05-31,Home & Garden,Latin America,144.0,2449.7217150479523
2021-05-31,Home & Garden,Middle East,,
2021-05-31,Sports,North America,166.0,82697.28182883112
2021-05-31,Sports,Europe,121.0,33388.6204317839
2021-05-31,Sports,Asia Pacific,163.0,34175.18962206841
2021-05-31,Sports,Latin America,140.0,47633.04928313506
2021-05-31,Sports,Middle East,158.0,42297.48545490355
2021-05-31,Books,North America,,
2021-05-31,Books,Europe,,
2021-05-31,Books,Asia Pacific,,
2021-05-31,Books,Latin America,93.0,38663.627704788036
2021-05-31,Books,Middle East,74.0,27131.209260938856
2021-05-31,Beauty,North America,108.0,27752.208190330275
2021-05-31,Beauty,Europe,84.0,24894.128183844583
2021-05-31,Beauty,Asia Pacific,117.0,43600.22461212544
2021-05-31,Beauty,Latin America,104.0,37656.380002148435
2021-05-31,Beauty,Middle East,103.0,22452.673290957096
2021-06-01,Electronics,North America,105.0,37485.712203982286
2021-06-01,Electronics,Europe,116.0,26454.772220948555
2021-06-01,Electronics,Asia Pacific,84.0,12653.164058532957
2021-06-01,Electronics,Latin America,60.0,7287.210861099398
2021-06-01,Electronics,Middle East,101.0,30292.50017211741
2021-06-01,Clothing,North America,99.0,39596.396144131635
2021-06-01,Clothing,Europe,85.0,42466.539987520686
2021-06-01,Clothing,Asia Pacific,79.0,12270.109335150772
2021-06-01,Clothing,Latin America,97.0,46064.11470575226
2021-06-01,Clothing,Middle East,115.0,23790.079889122877
2021-06-01,Home & Garden,North America,87.0,20007.512627162585
2021-06-01,Home & Garden,Europe,122.0,31583.947504587522
2021-06-01,Home & Garden,Asia Pacific,118.0,41983.86563026569
2021-06-01,Home & Garden,Latin America,,
2021-06-01,Home & Garden,Middle East,109.0,31635.83646268656
2021-06-01,Sports,North America,125.0,59320.067136518795
2021-06-01,Sports,Europe,121.0,36949.51574910196
2021-06-01,Sports,Asia Pacific,,
2021-06-01,Sports,Latin America,153.0,25526.039403648745
2021-06-01,Sports,Middle East,,
2021-06-01,Books,North America,107.0,28289.001152005534
2021-06-01,Books,Europe,73.0,28634.629604048805
2021-06-01,Books,Asia Pacific,75.0,35809.70783422847
2021-06-01,Books,Latin America,67.0,27620.546288450158
2021-06-01,Books,Middle East,103.0,51219.89182004011
2021-06-01,Beauty,North America,103.0,17552.839050164577
2021-06-01,Beauty,Europe,80.0,33087.25335238678
2021-06-01,Beauty,Asia Pacific,116.0,28750.19322629505
2021-06-01,Beauty,Latin America,76.0,11046.918414480906
2021-06-01,Beauty,Middle East,116.0,46184.23597196802
2021-06-02,Electronics,North America,108.0,9681.743147974998
2021-06-02,Electronics,Europe,91.0,44814.34812762075
2021-06-02,Electronics,Asia Pacific,,
2021-06-02,Electronics,Latin America,93.0,5356.594554782718
2021-06-02,Electronics,Middle East,111.0,33603.83809806319
2021-06-02,Clothing,North America,101.0,3682.6893155836983
2021-06-02,Clothing,Europe,64.0,25079.936529645045
2021-06-02,Clothing,Asia Pacific,75.0,30943.43051148312
2021-06-02,Clothing,Latin America,111.0,28792.9808022029
2021-06-02,Clothing,Middle East,91.0,23939.079858110475
2021-06-02,Home & Garden,North America,139.0,19281.879713577924
2021-06-02,Home & Garden,Europe,105.0,48619.97987004265
2021-06-02,Home & Garden,Asia Pacific,159.0,65271.905485189855
2021-06-02,Home & Garden,Latin America,127.0,50576.84225176609
2021-06-02,Home & Garden,Middle East,114.0,3402.3519878812453
2021-06-02,Sports,North America,137.0,23704.122814947914
2021-06-02,Sports,Europe,141.0,21645.15711025479
2021-06-02,Sports,Asia Pacific,145.0,43811.42969923115
2021-06-02,Sports,Latin America,152.0,14127.474460910254
2021-06-02,Sports,Middle East,123.0,32319.75629790491
2021-06-02,Books,North America,75.0,35264.21027788828
2021-06-02,Books,Europe,74.0,8379.697225766395
2021-06-02,Books,Asia Pacific,57.0,12353.583228185013
2021-06-02,Books,Latin America,89.0,39555.3043171449
2021-06-02,Books,Middle East,60.0,24269.203754637358
2021-06-02,Beauty,North America,98.0,18330.311545728233
2021-06-02,Beauty,Europe,89.0,10784.617653433219
2021-06-02,Beauty,Asia Pacific,65.0,12874.44811633604
2021-06-02,Beauty,Latin America,,
2021-06-02,Beauty,Middle East,115.0,53143.52132263361
2021-06-03,Electronics,North America,91.0,36350.852259224215
2021-06-03,Electronics,Europe,100.0,42492.33786017895
2021-06-03,Electronics,Asia Pacific,123.0,25293.087186997054
2021-06-03,Electronics,Latin America,132.0,8043.265121656887
2021-06-03,Electronics,Middle East,86.0,15571.710335799102
2021-06-03,Clothing,North America,78.0,21692.189014451305
2021-06-03,Clothing,Europe,64.0,26262.87794487712
2021-06-03,Clothing,Asia Pacific,77.0,6385.749884085882
2021-06-03,Clothing,Latin America,81.0,38585.48873480734
2021-06-03,Clothing,Middle East,96.0,23678.2642650297
